question,expected_answer,llm_answer,rouge_l_score,bleu_score,normalized_edit_distance,keyword_coverage,tfidf_cosine_similarity,lexical_diversity_similarity,readability_similarity,pos_distribution_similarity,noun_phrase_overlap
What is the complex type in Python?," ""These represent complex numbers and are represented internally as a pair of double-precision floating point numbers; the real and imaginary part. The real and imaginary parts of a complex number z can be retrieved through the read-only attributes z.real and z.imag. (The library includes the complex numeric type.) Complex numbers are immutable numeric types.""","Python uses the `j` or `J` suffix to indicate the imaginary part of a complex number (e.g., 3+5j).  The `cmath` module provides mathematical functions for complex numbers, accepting integers, floating-point numbers, or complex numbers as arguments.  It also accepts any Python object with a `__complex__()` or `__float__()` method.  Internally, a complex number is stored using rectangular or Cartesian coordinates, defined by its real part (z.real) and imaginary part (z.imag).  Alternatively, it can be represented in polar coordinates by its modulus and phase angle.
",0.2191780821917808,0.048298770203824885,0.06652360515021459,0.36363636363636365,0.4289488610632465,0.9426315789473685,0.8759728947368424,0.8677924935170157,0.23076923076923078
What are sequence types in Python?," ""These represent finite ordered index sets indexed by non-negative numbers. The built-in function len() returns the number of items of a sequence. When the length of a sequence is n, the index set contains the numbers 0, 1, ..., n-1. Item i of sequence a is selected by a[i] and slices are defined in sequence types. Sequences are classified according to their mutability; immutable sequence types (strings, tuples, bytes and range objects) and mutable sequence types (lists and bytearrays).""","Python's `for` statement iterates through items in sequences such as lists or strings, in the order they appear.  Sequences can also include strings or lists, and any sequence with a non-zero length is considered true, while empty sequences are false.  Built-in sequence types include `list`, `tuple`, `str`, `bytes`, and `bytearray`.
",0.22222222222222224,0.006933759016820844,0.03864734299516908,0.21621621621621623,0.3281458833194176,0.8453947368421053,0.9737976315789478,0.9489994377015454,0.19230769230769232
What are the immutable sequence types in Python?," ""An immutable sequence object cannot be changed after it is created. If another object with a different value must be created, it is created with the return value of an operation. In contrast, mutable sequence objects can be changed in place. The following types are immutable sequences: String, Unicode, Tuple, Bytes, Byte Array, Range.""","Strings are immutable sequence types in Python.
",0.09836065573770493,0.00012675145192949186,0.14987080103359174,0.12,0.21259847433801726,0.7090909090909091,0.9872086038961041,0.8205163212521784,0.0
What is the string type in Python?," ""Strings are immutable sequences of Unicode code points. There is one string type: str. Strings are sequences of Unicode code points represented as Unicode strings in memory. Unicode code points in the range U+0000—U+10FFFF can be represented in a string. Strings can be written in a variety of ways, including single quotes, double quotes, triple quotes, and escape sequences.""","In Python, strings are a type of sequence, supporting common sequence operations.  They also offer numerous methods for transformations and searching.  Additionally, they allow embedded expressions within string literals and support formatting using `str.format()` and the `%` operator.
",0.12000000000000001,0.004562267001654324,0.04504504504504504,0.13636363636363635,0.16477042011929396,0.6800766283524905,0.607784827586207,0.9026656950057359,0.058823529411764705
What is the tuple type in Python?," ""Tuples are immutable sequences of arbitrary Python objects. Tuples are sequences of arbitrary Python objects. Tuples are written as comma-separated values, optionally enclosed in parentheses. Tuples are immutable, and typically contain a heterogeneous sequence of elements that are accessed via unpacking (see section Assignment statements) or indexing (or even by attribute in the case of named tuples). Lists are mutable, and their elements are usually homogeneous and are accessed by iterating over the list.""","The provided text does not describe a tuple type in Python.  It focuses on lists and arrays, mentioning that lists are mutable and can contain items of different types, while arrays are sequence types similar to lists but with constrained object types.  There is no mention of tuples.
",0.16260162601626016,0.0040530127199714374,0.025031289111389236,0.17647058823529413,0.2990660588075364,0.7968036529680365,0.6264600000000005,0.9197248320542247,0.11764705882352941
What is the bytes type in Python?," ""Bytes objects are immutable sequences of single bytes. There are exactly two built-in bytes object types: bytes and bytearray. Bytes objects are immutable sequences of single bytes. Many of the string methods are available for bytes objects as well.""","The provided text mentions `bytes` as an object type that implements the buffer protocol, often used with the `struct` module for representing C structs as Python objects.  It also notes that `bytes` and `bytearray` are common types used for buffers.  Additionally,  `bytes` objects are used in the `array` module's `frombytes()` method to append items from a bytes-like object, and in the `tobytes()` method to convert an array to a bytes representation.
",0.23008849557522124,0.007881920122879542,0.01977401129943503,0.3333333333333333,0.3846706780341576,0.9218045112781955,0.8545029448621557,0.8810040183795331,0.0
What is the byte array type in Python?," ""Byte array objects are a mutable counterpart to bytes objects. There is a dedicated type to handle binary data: the bytes type, and the mutable bytearray type. They are defined in the bytes and bytearray types section.""","The `bytearray` class is used to hold binary data.  Another type, `array`, can compactly represent arrays of basic values such as characters, integers, and floating-point numbers.  The `array` type is constrained to a specific type of object, specified at creation using a type code.
",0.21951219512195122,0.007249733756281732,0.039603960396039604,0.3333333333333333,0.33950482746779787,0.8579509742300441,0.918549780012571,0.9334953543948328,0.1
What is the range type in Python?," ""Rather than being a function, range is actually an immutable sequence type dedicated to representing ranges of integers. They are commonly used for looping, but are useful in a number of other contexts. The advantage of range objects is that they always take the same (small) amount of memory, no matter how big the range they represent. Range objects implement all of the common sequence operations except concatenation and repetition (due to the fact that range objects can only represent sequences that follow a strict pattern and repetition will often violate that pattern).""","The provided text focuses on the `array` module in Python and does not describe a ""range type"".  Therefore, I cannot answer your question using only the given source.
",0.08264462809917356,0.0010720921184048761,0.01871657754010695,0.04878048780487805,0.1986129829092473,0.7916203188728217,0.7574833843159067,0.8857617531082836,0.0
What are the mutable sequence types in Python?," ""The following types are mutable sequences: List, Byte Array.""","Based on the provided text, `list` is a mutable sequence type in Python.
",0.27272727272727276,0.01553712569276035,0.5294117647058824,0.2857142857142857,0.1707761131901165,1.0,0.7730615384615386,0.9024621789837642,0.25
What is the list type in Python?," ""Lists are mutable sequences, typically used to store collections of homogeneous items (although there are no strict restrictions on the type or mutability of the items). Lists may be constructed in several ways: Using a pair of square brackets to denote the empty list:; Using square brackets, separating items with commas: [a], [a, b, c]; Using a list comprehension: [x for x in iterable]; Using the type constructor: list() or list(iterable).""","In Python, lists are a mutable sequence type.  They can contain items of different types, though usually items are of the same type.  Lists can be indexed and sliced, and support operations like concatenation.  Adding new items to the end of a list is done using the `.append()` method.  Simple assignment in Python does not copy list data; instead, the variable refers to the existing list.
",0.2753623188405797,0.011431927112202677,0.021454112038140644,0.18181818181818182,0.4596039434765331,0.9311965811965811,0.6828538461538463,0.9313639598693906,0.1111111111111111
What are set types in Python?," ""These represent unordered, finite sets of unique, immutable objects. As such, they cannot be indexed by any subscript. However, they can be iterated over, and the built-in function len() returns the number of items in a set.""","Python includes `set` and `frozenset` as built-in data types.
",0.16666666666666666,0.0012704970590024125,0.08304498269896193,0.058823529411764705,0.16869107907306846,0.8648648648648649,0.85249009009009,0.8435336314641264,0.0
What are the built-in set types in Python?," ""Python provides two built-in set types: sets and frozensets.""","Python's built-in set types include `dict`, `list`, `set`, `frozenset`, and `tuple`.  The `str` class handles Unicode strings, while `bytes` and `bytearray` manage binary data.
",0.3888888888888889,0.01851974703879588,0.3416666666666667,0.42857142857142855,0.31781294947975575,0.9130434782608695,0.9527641304347825,0.9344937014543705,0.0
What is the set type in Python?," ""These represent a mutable set. They are created by the built-in set() constructor and can be modified afterwards by several methods, such as add().""","Python includes `set` as one of its built-in data types.
",0.16666666666666666,0.006189243797885522,0.2995169082125604,0.1,0.17007354211551273,0.9130434782608695,0.9664510869565217,0.8711834327377341,0.0
What is the frozenset type in Python?," ""These represent an immutable set. They are created by the built-in frozenset() constructor. As a frozenset is immutable and hashable, it can be used again as an element of another set, or as a dictionary key.""","Python's built-in data types include `frozenset`.
",0.13333333333333333,0.00027507553436127583,0.1532567049808429,0.08333333333333333,0.12704117757765968,0.8,0.608409523809524,0.7887311843847488,0.0
What are mapping types in Python?," ""These represent finite sets of objects indexed by arbitrary index sets. Mappings are mutable objects. There is currently only one standard mapping type, the dictionary.""","Python's built-in mapping type is the `dict`.  Additionally, the `collections` module provides several specialized mapping types including `ChainMap`, `Counter`, `OrderedDict`, and `defaultdict`.  `ChainMap` creates a single view of multiple mappings, `Counter` counts hashable objects, `OrderedDict` remembers the order entries were added, and `defaultdict` calls a factory function to supply missing values.  The `UserDict` class acts as a wrapper around dictionary objects.
",0.13636363636363635,0.004469945504361893,0.18209876543209877,0.3333333333333333,0.1860509470933224,0.88,0.8251733333333336,0.8631746187969218,0.0
What is the dictionary type in Python?," ""These represent finite sets of objects indexed by nearly arbitrary values. Dictionaries are mutable objects. They are created by the {key: value, ...} notation. Dictionaries are extensively used in the implementation of every Python object: attribute lookup, item import, and globals and locals are all stored in dictionaries.""","In Python, the dictionary type is represented by `PyDictObject`, a subtype of `PyObject`.  It's equivalent to the `dict` object in the Python layer.
",0.16901408450704225,0.007773715480551768,0.05439330543933055,0.07407407407407407,0.2216946762860474,0.9398704902867715,0.7947668478260865,0.866264429132151,0.0
What are dictionary view objects in Python?," ""The objects returned by dict.keys(), dict.values() and dict.items() are view objects. They provide a dynamic view on the dictionary’s entries, which means that when the dictionary changes, the view reflects these changes. Dictionary views can be iterated over to yield their respective data, and support membership tests:""","The provided text does not contain information about dictionary view objects in Python.
",0.125,0.0014955601557093074,0.02912621359223301,0.16666666666666666,0.22480246564260287,0.7777777777777778,0.8033769230769232,0.7961464395209811,0.0
What are callable types in Python?," ""These are the types to which the function call operation (see section Calls) can be applied: Function, Methods, Class Types, Class Instances, Code Objects""","Based on the provided text, there is no mention of callable types in Python.  The documents describe how to create new types in C extension modules that can be used within Python code, but do not define or discuss callable types.
",0.1846153846153846,0.011976212358012274,0.29457364341085274,0.15384615384615385,0.2055249964261851,0.9796747967479675,0.9601762195121952,0.664663152355655,0.0
What is the function type in Python?," ""A function object is a wrapper around a function. It is a Python object which is callable and can be passed as an argument to another function.""","The `typing` module offers several ways to annotate function types.  The `Callable` type, or its equivalent from `collections.abc`, can be used to annotate functions or callable objects.  `Callable[[int], str]` signifies a function taking a single `int` parameter and returning a `str`.  The subscription syntax requires exactly two values: the argument list (a list of types, a `ParamSpec`, `Concatenate`, or an ellipsis) and the return type (a single type).  `Callable` cannot express complex signatures like variadic arguments, overloaded functions, or keyword-only parameters; however, these can be expressed using a `Protocol` class with a `__call__()` method.  `ParamSpec` and `Concatenate` can be used with `Callable` to annotate higher-order callables that add, remove, or transform parameters of another callable.
",0.15068493150684933,0.005185856822347357,0.17131062951496387,0.4444444444444444,0.17893117629434752,0.8892166502785972,0.6957545722713863,0.7500533954456753,0.125
What is the method type in Python?," ""A method is a function that is associated with an object. You can call methods on an object using the dot notation (e.g., obj.method()). There are two flavors: built-in methods (such as list.append()) and class instance methods.""","In Python, a method is a function that belongs to an object and is called using the notation `obj.methodname`, where `obj` is the object and `methodname` is the method's name.  Different object types define different methods, and methods with the same name in different types do not cause ambiguity.  The `append()` method, for example, is defined for list objects and adds a new element to the end of the list.
",0.31858407079646023,0.0691791023737071,0.04043545878693624,0.46153846153846156,0.4372756388305158,0.7760210803689064,0.8213541501976285,0.948619549341891,0.45454545454545453
What are class types in Python?," ""A class’s type is the type of its instances. Generally, class objects are callable (to produce a new instance), but class objects can be made non-callable by overriding __call__().""","In Python, classes are a way to bundle data and functionality.  Creating a class creates a new type of object, from which new instances can be made.  Each instance can have attributes to maintain its state and methods (defined by the class) to modify that state.  Python's class mechanism is a blend of features from C++ and Modula-3, offering standard object-oriented programming features like inheritance (including multiple base classes), method overriding, and the ability for methods to call base class methods.  Classes are dynamic, created at runtime and modifiable after creation.  Each value is an object and has a class (also called its type), stored as `object.__class__`.
",0.18309859154929578,0.00749097040748892,0.20761245674740483,0.6363636363636364,0.3159559360573942,0.8387656033287102,0.8431877369394362,0.8956456305026751,0.0
What are class instance types in Python?," ""Instances of a class can be made callable by defining a __call__() method in their class.""","In Python, creating a new class creates a new type of object, enabling the creation of new instances of that type.  Each instance can have attributes to maintain its state and methods (defined by its class) to modify that state.
",0.17857142857142858,0.007232031895361329,0.3177570093457944,0.3333333333333333,0.22373699742619502,0.8583333333333333,0.8857999999999999,0.7993684950639591,0.0
What are code object types in Python?," ""Code objects represent byte-compiled executable Python code, or bytecode. The difference between a code object and a function object is that the function object contains an explicit reference to the function’s (global) globals, while a code object contains no context; also the function object contains default parameter values. A code object is immutable and contains no references (directly or indirectly) to mutable objects. Code objects are not directly accessible as a return value by a built-in function, but can be obtained by importing the types module and by getting it from a function’s __code__ attribute.""","This question cannot be answered from the given source.  The provided text focuses on Python's C API and the `PyTypeObject` structure,  describing how to define new types in C extensions, but it does not contain information about code object types in Python.
",0.1267605633802817,0.004199118463589735,0.03189066059225513,0.12121212121212122,0.2647948041600292,0.7372587827808016,0.9185837209302327,0.941767334045101,0.05263157894736842
What is the type of Boolean operations?," ""These represent the truth values False and True.""","Boolean operations in Python return either 0 or False for false and 1 or True for true, with the exception that the Boolean operations `or`, `and`, and `not` always return one of their operands.
",0.14285714285714285,0.007205335066302803,0.22764227642276422,0.4,0.2689548029488516,0.6764705882352942,0.6303500000000002,0.7868069301810545,0.0
What is the type of the None object?," ""This type has a single value, None. Objects of this type are not writable. It is called NoneType in the C Python API.""","The None object's type is NoneType.
",0.3333333333333333,0.002855491302325683,0.2692307692307692,0.2727272727272727,0.35230854974199766,0.9130434782608695,0.8513949275362319,0.8051175601825399,0.14285714285714285
What are iterator types in Python?," ""Python supports a concept of iteration over containers. These are implemented using two distinct methods; these are used to allow user-defined classes to support iteration.""","Based on the provided text, lists and strings are examples of sequence types that can be iterated over using a `for` statement.  Lists are mutable, unlike strings which are immutable.
",0.17857142857142855,0.009772992164303737,0.3398328690807799,0.07142857142857142,0.1457539797467442,0.9666666666666667,0.7625499999999996,0.8917000797678916,0.0
What is the old-style iterator protocol in Python?," ""One type of iterator object is defined by having a __getitem__() method. Python uses the following process if it is attempting to iterate over an object (where obj is the sequence object): it calls __getitem__() with consecutive integers starting with 0 as an index (if the integer is out of range, IndexError is raised; any other exception is propagated). When the caller is done with a sequence, or if the sequence is infinite, no further calls are made to __getitem__().""","The provided text does not describe an ""old-style iterator protocol"".  It mentions iterators and the `iter()` function, but doesn't distinguish between old and new styles.
",0.07476635514018692,0.0011047321973722919,0.024691358024691357,0.03333333333333333,0.10707247097922942,0.8003246753246753,0.9793937229437227,0.9357375632993973,0.045454545454545456
What is the current iterator protocol in Python?," ""An iterator object itself is required to support the following two methods, which together form the iterator protocol: __iter__(), __next__()""","There are two functions, `PyIter_Check()` and `PyIter_Next()`, specifically for working with iterators in Python's C API.  `PyIter_Check()` determines if an object can be safely passed to `PyIter_Next()`, which retrieves the next value from the iterator.  If there are no more values, `PyIter_Next()` returns `NULL` without setting an exception; if an error occurs during retrieval, it returns `NULL` and passes along the exception.  A loop iterating over an iterator in C would use these functions.  Additionally, there's `PyIter_Send()`, which sends a value into the iterator and returns a result indicating whether the iterator returned, yielded, or raised an exception.
",0.12698412698412698,0.005511557399392673,0.18092909535452323,0.3,0.2681364067177349,0.785024154589372,0.801755652173913,0.938198938736744,0.2
What does the __iter__() method of an iterator object do?," ""Return the iterator object itself. This is required to allow both containers and iterators to be used with the for and in statements. This method corresponds to the “first” step in iteration: it returns the iterator object itself.""","The provided text does not describe the functionality of the `__iter__()` method of an iterator object.
",0.22222222222222218,0.0043983463771586516,0.11869436201780416,0.2,0.2713401861469845,0.9105263157894736,0.9451482456140349,0.8934595572866308,0.0
What does the __next__() method of an iterator object do?," ""Return the next item from the container. If there are no further items, raise the StopIteration exception. This method corresponds to the “next” step in iteration, and is also the equivalent of the next() built-in function.""","The provided text describes iterators and how they work, but it does not describe a `__next__()` method.  Therefore, I cannot answer your question.
",0.13333333333333333,0.004706296169597725,0.03208556149732621,0.06666666666666667,0.1222396034732039,0.8434782608695652,0.9205393892339544,0.8322811365710678,0.0
What are generator types in Python?," ""Python’s generator provides a convenient way to implement the iterator protocol. If a container object’s __iter__() method is implemented as a generator, it will automatically return an iterator object (technically, a generator object), which supplies the __iter__() and __next__() methods. Generator expressions provide a more convenient yet even more compact way to create iterator objects.""","This question cannot be answered from the given source.
",0.030303030303030304,0.00014458631903743822,0.022172949002217297,0.0,0.03787186944090349,0.6851851851851852,0.34853333333333336,0.6524518607965911,0.0
What is the type of class instances?," ""Class instances are created by calling a class object (for example, if Class is a class object, then Class() creates a new instance of that class). Class instances have a namespace implemented as a dictionary which is the first place in which attribute references are searched. When an attribute is not found in this dictionary, and the instance’s class has an attribute by that name, the search continues with the class attributes. If a class instance attribute is found that is a user-defined function object, it is transformed into an instance method object whose __self__ attribute is the instance. Static class and abstract class objects do not support the creation of instances either through a regular call or subclassing (attempting to create a subclass of such an object will raise a TypeError).""","Class instances are a new type of object.
",0.09859154929577464,1.887671141133799e-08,0.0706713780918728,0.1,0.3551505354713107,0.5343511450381679,0.6804589312977101,0.8908350994144189,0.03125
What is the type of modules?," ""Modules are a basic organizational unit of Python code, and are created by the import system as it encounters import statements (as well as by calls to built-in functions such as importlib.reload()). A module has a namespace implemented by a dictionary object (this is the dictionary referenced by the func.__globals__ attribute of functions defined in the module).""","The modules described are categorized into program frameworks for command-line interfaces, interfaces to Unix-specific features, and development tools.  The development tools include modules for generating documentation and frameworks for unit testing.
",0.1075268817204301,0.003687722801254894,0.01610305958132045,0.09090909090909091,0.12362826988891908,0.9770114942528735,0.6023117816091954,0.9018999499326394,0.05555555555555555
What is the type of a custom class?," ""Custom class types are typically created by class definitions (see section Class definitions). A class has a namespace implemented by a dictionary object. Class instance attributes are found in the dictionary of the instance as well as in the class’s namespace and those of its base classes.""","Each value is an object and has a class, also known as its type.  This is stored as `object.__class__`.
",0.17647058823529413,0.006491964545816428,0.05025125628140704,0.1111111111111111,0.19908077373008015,0.7361111111111112,0.488325,0.7945098700689344,0.08333333333333333
What is the type of class objects?," ""A class object is a callable that produces a new instance of the class (for example, Class()).""","Class objects are basically wrappers around the contents of the namespace created by the class definition.
",0.30303030303030304,0.03216057093758145,0.4411764705882353,0.14285714285714285,0.3208569977754711,0.9522058823529411,0.6213632352941176,0.694340858564394,0.0
What is the type of type objects?," ""Type objects represent the various object types. An object’s type is accessed by the built-in function type(). There are no special operations on types themselves. The standard module types defines names for all standard built-in types (some of which are the same names as the built-in functions); this is normally imported as follows: import types.""","Type objects are defined by the PyTypeObject structure.  They can be handled using PyObject_* or PyType_* functions.
",0.15789473684210525,0.0030941548700663367,0.08955223880597014,0.15789473684210525,0.16921472569353704,0.6981132075471698,0.9629205188679247,0.84794362011298,0.0625
What is the identity of an object?," ""An object’s identity never changes once it has been created; you may think of it as the object’s address in memory. The ‘is’ operator compares the identity of two objects. The ‘is’ operator compares the identity of two objects. The id() function returns an integer representing its identity.""","An object's identity never changes after it's created and can be thought of as its memory address.  The `is` operator compares the identities of two objects, and the `id()` function returns an integer representing this identity.
",0.6363636363636364,0.13183267847380778,0.390057361376673,0.8888888888888888,0.7357876642763812,0.7866666666666666,0.8990549999999999,0.9818014097896282,0.2727272727272727
What is the value of an object?," ""The value of some objects can change. Objects whose value can change are said to be mutable; objects whose value is unchangeable once they are created are called immutable. An object’s mutability is determined by its type; for instance, numbers, strings and tuples are immutable, while dictionaries and lists are mutable.""","An object's value can change; objects whose value can change are mutable, while objects whose value is unchangeable once created are immutable.  An object's mutability is determined by its type.  For example, numbers, strings, and tuples are immutable, while dictionaries and lists are mutable.
",0.836734693877551,0.4062820533030298,0.15508885298869143,0.85,0.875455353342,0.9248251748251748,0.9664268065268067,0.989999494898346,0.5384615384615384
What is a module?," ""Modules are the basic organizational unit of Python code, and are created by the import system as it encounters import statements (as well as by calls to built-in functions such as importlib.reload()). Each module has its own symbol table, used as the global symbol table for all objects defined in the module. Modules can contain executable statements as well as function definitions.""","Based on the provided text, modules are collections of code that help in software development or provide frameworks that dictate program structure.  Some modules generate documentation from a module's contents, while others offer frameworks for creating unit tests or command-line interfaces.  Modules can also provide limited information about functions, classes, and methods defined within Python code, sufficient for creating a module browser.
",0.15625,0.011804895321001338,0.011976047904191617,0.28,0.16443438815974296,0.880327868852459,0.756223224043716,0.9380642886282615,0.125
What is a class?," ""A class object serves as a template for creating instances. Classes support inheritance, which is a mechanism of reusing implementations from one or more base classes, allowing you to define a type by terms of another type. A class has a namespace implemented by a dictionary object (this is the dictionary referenced by Class.__dict__). Class instance attributes are found in the dictionary of the instance as well as in the class’s namespace and those of its base classes.""","Classes are a way to group data and functionality together.  Creating a class makes a new type of object, which allows for the creation of new instances of that type.  Each instance can have attributes to track its state, and methods (defined by the class) to modify that state.  Python's class mechanism is a blend of features from C++ and Modula-3, offering standard object-oriented programming features like inheritance (including multiple base classes), method overriding, and the ability for methods to call base class methods.  Classes are dynamic; they are created at runtime and can be changed after creation.
",0.20994475138121546,0.00766976666267452,0.0273972602739726,0.4074074074074074,0.4304704774624251,0.962753036437247,0.986933097165992,0.9725231636739845,0.13043478260869565
What is an instance?," ""A class instance is a concrete occurrence of a class. Each instance has its own namespace implemented as a dictionary, and this is the first place in which attribute references are searched. When an attribute is not found in this dictionary, and the instance’s class has an attribute by that name, the search continues with the class attributes.""","A class instance is created by calling a class object.  It has a namespace implemented as a dictionary, which is the first place attribute references are searched.  If an attribute isn't found there, and the instance's class has that attribute, the search continues with the class attributes.  If a class attribute is a user-defined function object, it's transformed into an instance method object whose `__self__` attribute is the instance.  Static method and class method objects are also transformed.  If no class attribute is found, and the object's class has a `__getattr__()` method, that's called to satisfy the lookup.  Attribute assignments and deletions update the instance's dictionary, never a class's dictionary.  If the class has a `__setattr__()` or `__delattr__()` method, that's called instead of updating the instance dictionary directly.  Instances can emulate numbers, sequences, or mappings if they have methods with certain special names.  The class to which a class instance belongs is called its class.  Not all instances have a `__dict__` attribute.
",0.3217391304347826,0.10521415253907342,0.12087139845397049,0.8235294117647058,0.6784581306153077,0.8046501521077793,0.9667879005175618,0.9104931133337342,0.375
What is a function?," ""A function object is a callable object created by a function definition. When it is called, it gives access to a separate namespace (the function’s local namespace). Parameter lists are defined in the function definition. An instance method object is a callable object that is the result of accessing a function object (one defined inside a class definition) through an instance of that class. It passes the instance object (that instance that the method was accessed through) as the first argument (usually called self) to the function object. A function object may or may not have a type annotation associated with it.""","A function definition links a function's name to its object within the current symbol table.  The interpreter identifies the object associated with that name as a user-defined function.  Other names can also refer to the same function object, providing alternative ways to access it.  Even functions without an explicit return statement return a value (though it might be rather uninteresting).  Arguments are passed to functions using call by value, where the value is always an object reference, not the object's value itself.  When a function calls another function or itself recursively, a new local symbol table is created for that specific call.
",0.22115384615384617,0.010975548768140537,0.05647058823529412,0.22580645161290322,0.5234443293994111,0.8515812746323176,0.9671947338908646,0.9791912418045443,0.09090909090909091
What is a method?," ""A method is a function that is associated with an object. You can call methods on an object using the dot notation (e.g., obj.method()). There are two flavors: built-in methods (such as list.append()) and class instance methods.""","A method is defined by an object's type.  Different object types have different methods.  Methods with the same name from different types do not cause ambiguity.  The `append()` method, for example, is defined for list objects and adds an element to the end of the list.  This is more efficient than an equivalent operation using list concatenation.
",0.20202020202020202,0.010134332918397132,0.11359724612736662,0.3076923076923077,0.3623409148898332,0.883572567783094,0.8016433492822967,0.8964631450552147,0.18181818181818182
What is a code object?," ""A code object is a compiled sequence of Python byte code instructions, also called bytecode. Code objects are immutable and contain no references (directly or indirectly) to mutable objects. The executable code for a module is wrapped in a code object. Code objects are represented internally by the PyCodeObject C struct.""","Code objects represent compiled, executable Python code, also known as bytecode.  Unlike function objects, which include a reference to the function's globals and default argument values, code objects are context-free and immutable, containing no references to mutable objects.
",0.37362637362637363,0.03324232085234709,0.06633499170812604,0.4,0.49060999152500806,0.9417064122946476,0.844349741653418,0.9678367539170403,0.4
What are the principal built-in types of Python?," ""The principal built-in types are numerics, sequences, mappings, classes, instances and exceptions.""","This question cannot be answered from the given source.  The provided text mentions that the semantics of non-essential built-in object types are described elsewhere, but it does not list those types.
",0.21739130434782608,0.014117915208981237,0.31125827814569534,0.125,0.2169187767785843,0.8666666666666667,0.4919818181818184,0.6986415678578297,0.0
What are the numeric types in Python?," ""Python has the following numeric types: int, float, and complex.""","Python supports integers, floats, decimals, fractions, and complex numbers.  In addition to these, there's a hierarchy of numeric abstract base classes.
",0.25000000000000006,0.010862721615727716,0.32727272727272727,0.42857142857142855,0.1683684216367985,1.0,0.9022678571428571,0.8714612004154357,0.25
What is the int type in Python?," ""These represent integers of unlimited range, subject to available (virtual) memory. Plain integers (also just called integers) are implemented in C using longs. Integer literals are described in the numeric literals section. Integers are immutable numeric types.""","Integers, which lack fractional parts (like 5 or 1), are of type `int` in Python.  Numbers with fractional parts (such as 5.0 or 1.6) are of type `float`.
",0.14925373134328357,0.0068874990966470385,0.06190476190476191,0.045454545454545456,0.18917416664344414,0.9854469854469855,0.36091073284823305,0.8829776642024528,0.1
What is the float type in Python?," ""These represent floating point numbers and are represented internally as double-precision (64 bit) floating point numbers. Usually also known as floats. These are often implemented in C using doubles. Floating point numbers are immutable numeric types.""","Numbers with a fractional part, such as 5.0 and 1.6, are of the float type.
",0.18518518518518517,0.004289750818176741,0.04833836858006042,0.05,0.1983297514483993,0.7142857142857143,0.5615682692307692,0.7462000562294419,0.0
What is the complex type in Python?," ""These represent complex numbers and are represented internally as a pair of double-precision floating point numbers; the real and imaginary part. The real and imaginary parts of a complex number z can be retrieved through the read-only attributes z.real and z.imag. (The library includes the complex numeric type.) Complex numbers are immutable numeric types.""","Python uses the `j` or `J` suffix to indicate the imaginary part of a complex number (e.g., 3+5j).  The `cmath` module provides mathematical functions for complex numbers, accepting integers, floating-point numbers, or complex numbers as arguments.  It also accepts any Python object with a `__complex__()` or `__float__()` method.  Internally, a complex number is stored using rectangular or Cartesian coordinates, defined by its real part (z.real) and imaginary part (z.imag).  Alternatively, it can be represented in polar coordinates by its modulus and phase angle.
",0.2191780821917808,0.048298770203824885,0.06652360515021459,0.36363636363636365,0.4289488610632465,0.9426315789473685,0.8759728947368424,0.8677924935170157,0.23076923076923078
What are sequence types in Python?," ""These represent finite ordered index sets indexed by non-negative numbers. The built-in function len() returns the number of items of a sequence. When the length of a sequence is n, the index set contains the numbers 0, 1, ..., n-1. Item i of sequence a is selected by a[i] and slices are defined in sequence types. Sequences are classified according to their mutability; immutable sequence types (strings, tuples, bytes and range objects) and mutable sequence types (lists and bytearrays).""","Python's `for` statement iterates through items in any sequence, such as lists or strings, in their order of appearance.  Additionally,  `list`, `tuple`, `str`, `bytes`, and `bytearray` are built-in sequence types.  Sequences with a non-zero length are considered true, while empty sequences are false.
",0.17187500000000003,0.013251271687138732,0.06532663316582915,0.21621621621621623,0.32660129473610483,0.7798459563543004,0.9626204578519466,0.9132164422471729,0.19230769230769232
What are the immutable sequence types in Python?," ""An immutable sequence object cannot be changed after it is created. If another object with a different value must be created, it is created with the return value of an operation. In contrast, mutable sequence objects can be changed in place. The following types are immutable sequences: String, Unicode, Tuple, Bytes, Byte Array, Range.""","Strings are immutable sequence types in Python.
",0.09836065573770493,0.00012675145192949186,0.14987080103359174,0.12,0.21259847433801726,0.7090909090909091,0.9872086038961041,0.8205163212521784,0.0
What is the string type in Python?," ""Strings are immutable sequences of Unicode code points. There is one string type: str. Strings are sequences of Unicode code points represented as Unicode strings in memory. Unicode code points in the range U+0000—U+10FFFF can be represented in a string. Strings can be written in a variety of ways, including single quotes, double quotes, triple quotes, and escape sequences.""","In Python, strings are sequence types that allow for common sequence operations.  They offer numerous methods for transformations and searching.  Additionally, they support embedded expressions within string literals and formatting using `str.format()` or the `%` operator.
",0.14285714285714285,0.004070855919390542,0.045941807044410414,0.09090909090909091,0.12204114677295134,0.6866125760649088,0.6131691413116973,0.9157344464914076,0.058823529411764705
